GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
7950000US3600702,3600702,"Onondaga County (North) PUMA, New York",49180,496,33904,571,26789,617,15276,677,2.9,0.5,1.4,0.4,0.4,0.2,6.7,1.5,3.9,0.6,2.1,0.5,0.5,0.2,8.9,1.5,7.4,0.6,4.3,0.7,2.4,0.5,15.1,1.6,8.5,0.8,6.0,0.8,4.7,0.8,14.1,2.0,12.5,0.9,10.7,1.0,8.3,1.0,17.2,2.2,21.1,0.9,21.3,1.3,20.4,1.4,19.9,2.0,15.7,0.9,18.1,1.1,19.4,1.4,9.9,1.4,18.9,1.1,23.8,1.5,28.8,1.8,6.2,1.3,5.7,0.6,7.3,0.8,9.1,1.0,2.0,0.8,3.4,0.5,4.9,0.7,6.0,0.8,0.1,0.1,66447,1543,80138,1730,92170,1974,38737,1407,79260,1481,92289,2186,N,N,47442,1728,22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.8,(X)
7950000US3600703,3600703,"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",66427,634,42081,604,32520,720,24346,771,4.5,0.6,2.0,0.4,0.8,0.3,9.5,1.4,4.3,0.5,1.5,0.3,0.6,0.3,9.2,1.1,9.4,0.6,4.9,0.7,3.1,0.6,18.0,1.4,9.5,0.6,6.7,0.7,4.7,0.6,14.9,1.3,13.3,0.8,11.8,0.9,9.3,1.0,16.3,1.5,19.9,0.9,21.2,1.1,20.4,1.4,17.4,1.4,13.0,0.7,15.8,1.0,17.0,1.1,7.3,1.0,16.0,0.8,21.6,1.1,26.0,1.4,5.6,0.8,5.3,0.5,7.5,0.8,9.2,0.9,1.0,0.3,4.7,0.4,7.0,0.7,8.8,0.8,0.7,0.3,60960,986,78034,1568,90069,2353,33482,1346,78992,1356,97745,2082,110679,2702,44154,1658,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X)
7950000US3600704,3600704,"Cayuga & Onondaga (South) Counties PUMA, New York",44843,453,30121,579,23436,509,14722,532,4.9,0.6,2.8,0.6,0.8,0.3,10.3,1.6,4.4,0.6,1.7,0.5,0.5,0.2,10.6,1.6,10.7,0.8,6.5,0.9,4.2,0.9,20.5,2.0,10.2,0.8,8.6,0.9,6.9,0.9,13.8,1.6,13.5,0.9,12.5,1.0,11.4,1.1,15.8,1.8,20.7,1.1,22.7,1.3,23.1,1.5,15.7,2.1,14.2,0.8,17.5,1.2,19.5,1.3,6.3,1.2,14.4,1.0,18.7,1.3,22.7,1.6,4.8,1.2,4.0,0.5,5.1,0.7,6.2,0.8,1.3,0.6,3.0,0.4,3.8,0.5,4.7,0.6,1.0,0.4,56113,1037,69076,2117,78784,2590,30908,2115,70949,1720,83558,2342,93736,2853,41502,2192,33.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X)
7950000US3600800,3600800,"Wayne & Seneca Counties PUMA, New York",50046,560,34715,567,26688,565,15331,584,5.3,0.5,2.3,0.4,0.8,0.3,13.1,1.5,5.0,0.5,3.0,0.6,1.3,0.5,10.1,1.4,10.8,0.7,8.1,0.9,4.7,0.7,19.3,1.7,11.3,0.9,9.3,0.9,7.6,0.9,17.2,2.1,15.3,1.0,15.0,1.0,14.1,1.1,15.3,2.0,20.7,1.0,23.2,1.2,24.8,1.4,13.4,1.6,14.8,0.9,18.0,1.1,20.6,1.3,6.8,1.3,12.2,0.8,15.1,1.1,18.4,1.4,4.0,0.9,3.4,0.5,4.5,0.7,5.7,0.9,0.7,0.4,1.1,0.2,1.6,0.3,2.0,0.4,0.1,0.1,52339,1243,61824,1557,71479,1711,29219,1831,62374,1348,71888,1822,81007,2307,37425,1377,22.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.4,(X)
7950000US3600901,3600901,"Monroe County (East) PUMA, New York",53034,608,34968,537,28087,666,18066,768,4.8,0.7,2.0,0.5,1.0,0.4,10.7,1.6,3.8,0.5,1.8,0.5,0.6,0.3,8.3,1.3,8.6,0.7,4.3,0.7,3.1,0.6,17.0,1.6,8.8,0.7,6.8,0.8,4.6,0.7,13.2,1.7,13.7,1.0,11.7,1.1,10.1,1.2,17.5,1.8,19.4,1.0,20.6,1.3,19.9,1.3,16.5,2.0,14.9,0.9,17.8,1.1,19.7,1.4,9.2,1.3,16.2,1.0,21.5,1.4,24.7,1.5,4.9,1.0,6.3,0.6,8.6,0.8,10.3,1.0,1.5,0.6,3.6,0.5,4.8,0.7,5.9,0.8,1.1,0.5,61963,1511,78392,2098,87508,2151,35527,1256,77314,1888,92655,2658,102744,2967,45317,1606,28.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X)
7950000US3600902,3600902,"Monroe County (Central)--Rochester City (East) PUMA, New York",46548,750,21660,715,10288,478,24888,787,16.3,1.1,13.5,1.4,2.8,1.0,19.8,1.6,8.4,0.9,7.2,1.1,2.3,0.8,9.9,1.3,15.5,1.1,16.2,1.5,9.7,1.8,14.7,1.7,13.6,1.1,12.2,1.3,11.3,2.2,15.0,1.7,12.9,0.9,13.6,1.5,14.7,2.0,12.1,1.5,14.8,1.0,14.3,1.4,22.0,2.4,14.6,1.3,9.1,0.8,11.0,1.4,15.5,2.0,7.4,1.0,5.5,0.6,6.5,1.0,10.9,1.6,4.4,0.8,1.9,0.4,2.9,0.6,5.5,1.2,1.0,0.5,1.9,0.4,2.6,0.6,5.3,1.2,1.1,0.4,32265,1013,35805,1822,60262,2275,28612,1410,47078,1256,53081,2066,78010,3770,40247,1499,34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X)
7950000US3600903,3600903,"Monroe County (Central)--Rochester City (West) PUMA, New York",39589,771,21811,703,8958,532,17778,794,19.4,1.3,15.2,1.6,4.3,1.5,26.7,2.4,8.2,1.0,7.4,1.2,3.1,1.5,10.3,1.7,16.0,1.4,13.7,1.8,8.5,2.0,18.2,1.9,13.9,1.2,13.1,1.5,12.2,2.6,14.8,2.0,14.0,1.0,15.2,1.8,15.1,2.6,12.2,1.5,14.4,1.0,16.5,1.7,21.3,3.0,10.8,1.5,7.7,0.8,10.0,1.3,17.8,2.7,3.8,0.8,4.8,0.7,6.6,1.2,12.6,2.6,2.2,0.7,1.0,0.4,1.5,0.6,3.5,1.5,0.4,0.3,0.6,0.3,0.7,0.4,1.7,0.9,0.5,0.4,28856,882,35661,2476,56457,3062,21896,1100,39546,1079,45442,1595,N,N,30285,1695,38.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
7950000US3600904,3600904,"Monroe County (Central)--Greece & Gates Towns PUMA, New York",50426,811,32655,549,24674,596,17771,770,3.9,0.6,2.4,0.5,1.1,0.5,7.3,1.3,4.4,0.6,1.8,0.5,0.5,0.2,10.2,1.4,9.8,0.9,5.7,0.9,3.2,0.7,17.3,1.9,11.9,0.9,9.9,1.1,7.6,0.9,16.8,2.0,16.0,1.1,14.6,1.3,12.9,1.4,19.2,1.9,21.8,1.3,23.4,1.6,23.7,1.7,18.0,1.9,13.8,1.0,17.6,1.5,20.3,1.6,6.6,1.3,13.5,0.9,18.2,1.3,22.3,1.6,3.1,0.8,3.2,0.5,4.2,0.7,5.5,0.9,0.8,0.3,1.8,0.4,2.3,0.5,2.9,0.7,0.8,0.4,54251,1196,66415,1915,76186,2193,33960,1882,65516,1467,75781,1655,85304,1989,43673,2982,27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X)
7950000US3600905,3600905,"Monroe County (North & West) PUMA, New York",38925,563,27776,476,21926,510,11149,629,3.8,0.6,1.6,0.6,0.5,0.3,9.9,2.1,3.8,0.6,1.9,0.6,0.6,0.3,8.7,1.7,7.9,0.9,4.8,0.8,2.1,0.5,17.1,2.3,9.3,0.9,6.5,1.1,5.5,1.2,17.2,2.4,13.6,1.1,13.0,1.2,11.0,1.3,16.2,2.5,21.1,1.4,22.9,1.6,22.8,1.6,17.2,2.5,17.2,1.1,19.5,1.4,21.9,1.6,9.0,1.8,16.3,1.1,21.0,1.6,24.8,1.8,3.4,1.1,4.9,0.6,6.0,0.8,7.4,1.0,0.7,0.5,2.2,0.5,2.8,0.6,3.5,0.8,0.5,0.3,62964,1800,74351,2115,84196,2060,32622,2396,72747,1468,83652,1862,N,N,41342,1923,25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X)
7950000US3600906,3600906,"Monroe County (South) PUMA, New York",66204,742,43458,564,36056,616,22746,823,4.5,0.6,2.0,0.4,0.6,0.3,9.5,1.5,2.7,0.4,1.2,0.3,0.8,0.3,5.8,1.0,7.0,0.7,3.5,0.7,2.2,0.6,13.8,1.5,7.8,0.6,4.9,0.7,3.4,0.6,14.5,1.5,11.8,0.9,8.9,0.9,7.8,0.9,17.2,1.8,17.4,0.8,17.3,1.2,16.0,1.2,17.6,1.7,15.7,0.8,18.3,1.1,19.3,1.3,10.0,1.2,17.3,0.9,22.5,1.2,25.0,1.3,6.7,1.2,6.6,0.6,9.1,0.9,10.5,1.0,1.6,0.4,9.3,0.7,12.3,1.0,14.4,1.1,3.4,0.8,73337,1471,90971,2152,99800,2062,40310,1799,97944,2416,118591,3486,129854,4044,56730,2828,23.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
7950000US3601000,3601000,"Genesee & Orleans Counties PUMA, New York",39833,514,27003,576,20406,561,12830,592,5.6,0.7,3.5,0.7,1.0,0.3,12.3,1.9,5.8,0.7,2.7,0.5,1.6,0.5,12.5,1.7,10.6,1.0,7.0,1.0,4.1,0.7,18.3,2.1,11.6,0.9,10.0,1.1,8.2,1.2,16.7,2.0,15.2,1.1,15.3,1.2,13.7,1.4,16.7,1.9,21.4,1.1,23.6,1.3,25.6,1.5,14.6,2.2,14.1,1.0,17.2,1.3,20.5,1.6,4.9,1.1,11.6,0.8,15.3,1.2,18.7,1.3,3.0,0.9,2.8,0.5,3.9,0.7,4.6,0.9,0.6,0.3,1.2,0.3,1.6,0.4,2.1,0.6,0.4,0.2,51076,1263,62037,1909,71113,1528,29078,1683,61300,1375,70494,1668,79592,1707,38525,2943,26.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X)
7950000US3601101,3601101,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",46221,565,27589,569,19004,548,18632,692,9.3,0.8,5.2,0.8,1.2,0.5,16.6,1.6,7.3,0.7,4.2,0.9,0.9,0.3,13.2,1.4,13.8,1.1,8.9,1.2,5.3,1.1,21.1,2.0,12.1,1.1,9.7,1.2,7.9,1.2,15.3,2.0,14.3,1.1,14.9,1.2,15.0,1.7,13.4,1.7,17.9,1.3,20.8,1.7,23.5,2.2,12.4,1.5,10.6,0.9,14.8,1.3,17.9,1.7,4.3,0.9,10.5,0.9,15.4,1.3,20.2,1.8,2.7,0.8,2.7,0.5,4.0,0.8,5.4,1.1,0.7,0.5,1.4,0.3,2.1,0.5,2.8,0.6,0.3,0.2,42033,1545,57592,1635,71247,2514,24514,1354,55270,1532,68674,2033,80924,2635,33546,1481,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X)
7950000US3601102,3601102,"Niagara County (North & East) PUMA, New York",42321,634,28311,565,22235,563,14010,608,5.0,0.7,3.5,0.7,1.0,0.4,9.9,1.6,4.8,0.6,2.5,0.5,1.0,0.5,10.8,1.7,11.5,1.0,7.3,1.0,5.0,0.9,20.6,2.0,10.5,1.1,7.8,1.0,6.3,0.9,16.2,2.3,14.4,1.1,13.4,1.2,12.7,1.2,15.1,1.9,20.9,1.4,23.2,1.8,23.2,1.8,16.1,2.2,13.0,1.0,15.7,1.4,18.5,1.7,6.5,1.4,13.6,1.1,18.0,1.6,21.9,1.8,3.5,1.0,4.1,0.7,5.8,0.9,7.0,1.1,0.7,0.4,2.2,0.3,2.9,0.5,3.5,0.6,0.7,0.4,53595,1273,66159,2390,75869,2142,30322,1541,66889,1570,79127,2240,88995,2672,39434,1962,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X)
7950000US3601201,3601201,"Erie County (Northwest) PUMA, New York",46726,569,28803,511,21911,586,17923,770,5.5,0.7,3.3,0.9,1.1,0.5,9.7,1.2,4.2,0.6,1.9,0.6,1.3,0.5,7.8,1.2,11.0,0.9,5.3,1.0,2.7,0.7,21.2,1.9,10.4,1.0,7.9,1.0,6.2,0.9,14.3,1.7,14.5,1.1,13.8,1.3,12.1,1.5,16.7,1.8,19.8,1.3,22.2,1.7,21.9,1.9,15.3,1.8,15.7,1.0,19.8,1.4,22.7,1.6,8.2,1.5,13.8,1.0,18.3,1.4,22.6,1.8,5.5,1.3,3.0,0.5,4.4,0.7,5.5,0.9,0.6,0.4,2.1,0.4,2.9,0.6,3.7,0.8,0.7,0.4,54481,1356,69409,2093,79988,1989,32276,1532,65656,1417,78252,1819,N,N,43505,2224,25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X)
7950000US3601202,3601202,"Erie County (North Central) PUMA, New York",48568,614,30020,497,24316,534,18548,694,5.9,0.8,1.9,0.5,0.9,0.3,12.5,1.7,4.4,0.7,1.0,0.3,0.7,0.3,9.8,1.6,7.9,0.8,4.2,0.8,1.8,0.5,14.8,1.8,7.3,0.7,4.8,0.6,3.5,0.6,11.5,1.6,11.5,0.9,9.6,1.0,7.6,1.1,15.0,1.8,17.3,1.0,17.3,1.6,16.3,1.6,17.0,2.1,14.4,1.0,16.9,1.4,17.9,1.5,10.2,1.5,17.0,1.0,23.3,1.5,26.7,1.8,6.5,1.3,7.2,0.7,10.6,1.1,12.5,1.4,1.3,0.6,7.0,0.6,10.4,1.0,12.1,1.1,1.4,0.5,68018,1531,91264,2516,101670,2394,36312,2224,87811,1790,112306,2787,124079,3195,46635,1944,28.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X)
7950000US3601203,3601203,"Erie County (Northeast) PUMA, New York",40628,531,29435,518,24099,473,11193,617,3.2,0.6,1.9,0.6,0.4,0.3,7.7,1.6,3.4,0.4,1.4,0.4,0.7,0.3,8.6,1.3,6.7,0.9,3.3,0.8,2.3,0.7,16.1,2.4,9.0,0.9,6.0,0.9,5.0,0.9,17.1,2.2,12.8,1.2,11.3,1.3,9.4,1.3,17.1,2.6,18.3,1.3,18.5,1.3,17.6,1.5,17.1,2.6,15.0,1.2,18.0,1.5,18.7,1.7,6.3,1.5,18.4,1.4,22.2,1.7,25.6,2.0,7.5,1.7,7.9,1.0,10.1,1.3,11.9,1.6,1.5,0.7,5.4,0.7,7.1,0.9,8.3,1.1,0.9,0.6,68784,1984,85080,2259,93900,1779,35300,2772,87891,2051,102595,3041,N,N,46186,2596,24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X)
7950000US3601204,3601204,"Erie County (Central) PUMA, New York",65435,849,39392,660,28531,802,26043,1027,5.2,0.6,2.9,0.7,0.7,0.3,9.3,1.3,5.3,0.5,2.5,0.5,0.9,0.4,9.8,1.0,13.4,0.8,7.5,0.8,5.3,0.8,23.2,1.6,12.7,0.8,9.9,1.0,8.4,1.1,16.6,1.6,15.4,0.8,16.2,1.1,14.1,1.2,14.9,1.3,21.0,1.1,24.1,1.3,25.7,1.6,15.8,1.8,13.2,0.9,18.0,1.3,21.3,1.5,5.6,0.9,10.7,0.7,14.8,1.0,18.5,1.3,3.9,0.8,2.1,0.3,3.0,0.4,3.8,0.6,0.5,0.2,0.9,0.2,1.1,0.3,1.3,0.3,0.5,0.3,47774,1166,61037,1631,69778,1571,29629,1353,56907,894,67975,1333,76031,1436,38187,1248,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X)
7950000US3601205,3601205,"Erie County (West Central)--Buffalo City (East) PUMA, New York",59743,963,33880,860,13793,572,25863,1025,18.0,1.1,14.6,1.4,3.4,1.1,23.4,1.6,10.3,0.8,7.6,1.0,3.0,0.8,14.7,1.5,16.8,1.2,15.5,1.3,8.7,1.5,19.4,1.8,13.6,0.9,13.3,1.2,10.5,1.5,13.8,1.3,13.3,0.9,14.4,1.2,16.8,1.9,12.0,1.3,14.1,0.9,16.1,1.2,22.8,2.3,10.0,1.4,6.4,0.6,8.7,0.9,14.8,1.6,3.4,0.7,5.7,0.6,7.5,0.9,15.4,1.8,2.4,0.6,1.2,0.3,1.6,0.5,3.6,1.1,0.7,0.4,0.5,0.2,0.5,0.2,1.1,0.5,0.3,0.2,28200,1079,34175,1100,58241,2727,20463,1070,39840,864,45705,1245,67213,2406,30246,1588,41.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X)
7950000US3601206,3601206,"Erie County (West Central)--Buffalo City (West) PUMA, New York",52401,768,24854,745,13079,621,27547,855,17.5,1.1,13.7,1.4,3.0,1.1,21.8,1.7,8.5,0.8,6.3,1.2,2.9,0.8,11.2,1.3,14.5,1.1,12.9,1.3,9.8,1.9,16.0,1.6,10.7,1.0,10.8,1.4,7.1,1.5,11.0,1.4,12.9,0.9,11.9,1.3,11.6,1.9,13.2,1.4,15.3,1.3,15.4,1.9,18.2,2.5,14.7,1.6,8.4,0.9,10.5,1.4,16.9,2.2,6.5,0.9,7.3,0.8,10.3,1.3,15.8,2.1,4.1,0.9,2.3,0.4,3.6,0.6,6.9,1.2,0.7,0.3,2.7,0.4,4.5,0.7,7.8,1.2,0.9,0.4,33702,1658,42617,2757,70888,5803,25946,1815,52145,1732,65213,3019,93438,5048,38497,1939,34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
7950000US3601207,3601207,"Erie County (South) PUMA, New York",66479,620,44983,633,36592,623,21496,755,4.0,0.4,1.8,0.4,0.7,0.3,9.0,1.3,3.7,0.4,0.9,0.2,0.5,0.2,9.6,1.2,9.4,0.7,4.3,0.6,2.9,0.6,20.7,2.0,9.1,0.8,6.5,0.7,4.9,0.6,15.2,1.7,12.8,0.8,11.5,0.9,9.4,0.9,16.1,1.8,20.9,1.1,22.7,1.3,22.1,1.4,16.7,1.8,14.7,0.8,17.6,1.0,19.3,1.2,7.5,1.2,16.2,0.8,21.9,1.2,25.2,1.4,3.6,0.8,4.9,0.4,6.6,0.7,7.8,0.8,0.5,0.3,4.4,0.5,6.1,0.7,7.2,0.8,1.0,0.4,62228,1115,77937,1598,87281,1878,31671,1182,77889,1563,93798,1894,102515,2205,42341,1730,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X)
7950000US3601300,3601300,"Livingston & Wyoming Counties PUMA, New York",39760,452,26418,487,20740,548,13342,547,6.0,0.8,3.2,0.7,0.9,0.5,12.9,1.9,5.2,0.6,2.5,0.5,0.7,0.3,11.7,1.5,10.8,0.9,6.8,0.8,4.9,0.9,19.5,1.9,10.2,0.9,9.2,1.0,6.9,0.8,13.1,1.7,14.8,0.9,14.6,1.1,13.4,1.1,15.5,1.9,21.5,1.2,23.1,1.2,25.1,1.4,16.1,1.9,15.1,1.0,18.6,1.3,21.6,1.6,7.3,1.6,12.8,0.9,17.0,1.0,20.2,1.3,3.4,1.0,2.6,0.4,3.6,0.6,4.4,0.7,0.5,0.3,1.1,0.3,1.5,0.3,1.9,0.4,0.2,0.2,53082,951,64038,1842,73315,1435,29112,1692,61588,1199,72049,1565,80249,1586,37363,1558,25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X)
7950000US3601400,3601400,"Ontario & Yates Counties PUMA, New York",53353,522,35143,527,27539,633,18210,616,4.2,0.5,2.1,0.5,0.6,0.2,8.8,1.2,5.1,0.5,2.7,0.5,0.8,0.3,10.7,1.3,10.8,0.9,6.3,0.8,4.1,0.8,20.3,2.0,10.6,0.8,8.9,0.9,6.4,0.8,15.0,1.8,14.5,1.0,13.5,1.1,12.3,1.1,16.5,1.7,20.6,1.2,22.4,1.3,24.0,1.5,16.0,2.1,13.6,1.0,16.4,1.3,18.6,1.5,7.3,1.1,13.3,1.0,17.8,1.3,21.1,1.6,3.6,1.1,3.8,0.6,5.3,0.8,6.5,1.1,0.9,0.4,3.3,0.5,4.6,0.7,5.6,0.9,0.8,0.4,54805,1504,67753,1756,76749,1504,31186,1349,70342,1884,83771,2576,94481,3278,41581,1843,25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.0,(X)
7950000US3601500,3601500,"Madison & Cortland Counties PUMA, New York",44422,554,28971,633,22066,593,15451,615,7.1,0.7,4.0,0.7,0.8,0.3,14.4,1.9,5.5,0.5,2.1,0.4,1.2,0.3,12.6,1.3,10.2,0.9,6.7,0.9,5.1,0.8,17.6,2.0,10.4,0.9,9.8,1.1,7.7,1.0,12.8,1.6,16.5,1.0,15.5,1.1,14.6,1.3,17.5,1.9,20.3,1.0,22.9,1.3,23.5,1.4,15.6,2.0,13.5,0.8,17.2,1.0,20.3,1.2,4.7,0.9,10.7,0.8,14.0,1.2,17.3,1.4,3.7,0.8,3.7,0.5,5.0,0.8,6.3,1.0,0.7,0.3,2.1,0.3,2.9,0.5,3.4,0.6,0.5,0.3,50340,1272,61935,1542,72100,1709,29226,2184,62720,1408,74209,1919,83162,1959,37649,1686,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X)
7950000US3601600,3601600,"Fulton & Montgomery Counties PUMA, New York",42409,506,27896,592,19498,643,14513,559,8.4,0.9,6.6,1.0,1.8,0.5,14.3,2.0,6.5,0.8,3.7,0.8,1.7,0.6,12.9,1.7,12.9,0.8,9.1,1.0,6.9,1.1,20.3,1.9,11.7,0.8,10.3,1.0,8.5,0.8,16.0,2.0,15.6,1.0,16.0,1.2,15.3,1.4,14.3,1.9,19.4,1.1,22.3,1.6,25.3,2.0,12.8,1.6,12.1,0.8,14.7,1.1,17.6,1.5,4.9,1.0,10.0,0.7,12.7,1.1,16.7,1.6,3.0,0.8,2.2,0.4,3.0,0.5,4.1,0.7,0.6,0.4,1.3,0.3,1.5,0.4,2.1,0.6,0.8,0.4,44139,1233,53741,1714,64329,1727,26300,1293,56568,1435,64366,2031,75752,2421,37172,1947,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X)
7950000US3601700,3601700,"Schenectady County--Schenectady City PUMA, New York",58263,768,35326,853,26364,733,22937,828,6.0,0.7,3.9,0.6,1.3,0.4,10.4,1.5,5.5,0.6,2.0,0.6,0.6,0.3,10.9,1.3,10.5,0.8,7.3,1.0,4.3,0.9,15.6,1.5,9.5,0.7,6.9,0.7,4.7,0.8,13.9,1.4,12.6,0.8,10.3,1.0,8.5,1.0,16.1,1.4,20.4,0.9,21.1,1.3,22.1,1.5,18.9,1.2,13.7,0.7,17.3,1.0,19.8,1.1,7.5,1.1,13.9,0.7,19.7,1.1,24.1,1.5,4.7,0.8,4.6,0.5,6.7,0.7,8.3,0.9,1.2,0.5,3.2,0.4,4.7,0.7,6.2,1.0,0.8,0.3,56445,1238,73042,1771,85299,2295,34338,1340,69891,1504,85735,2213,98458,2407,43632,1515,20.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.4,(X)
